,LeadTime,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests,Temp,Cloudcover,BookingDateWeekNumber,BookingDateDayOfWeek,TotalNights,CancelationRatio,DepositType_Non Refund,CustomerType_Transient,Agent_9,Agent_Other
23665,18,80.0,0,0,55.3,24.8,5,3,2,0.0,0.0,1.0,0,1
54258,41,177.3,1,0,71.1,37.1,25,1,3,0.0,0.0,0.0,0,0
52151,142,148.0,0,1,69.5,21.9,6,1,3,0.0,0.0,1.0,0,1
58482,64,101.52,0,0,79.6,10.0,30,2,3,0.0,0.0,1.0,0,1
69048,68,100.0,0,0,67.6,9.5,4,5,2,0.0,0.0,0.0,0,0
70119,133,124.0,0,0,68.0,41.9,49,3,4,0.0,0.0,0.0,0,1
66816,41,75.0,0,0,55.1,68.2,3,4,3,0.0,0.0,1.0,0,1
5830,92,49.07,0,1,59.7,21.0,35,3,3,0.0,0.0,1.0,0,1
33455,457,122.4,0,1,71.6,54.0,21,3,2,0.0,0.0,0.0,0,1
30626,55,140.0,0,1,72.0,39.0,17,4,2,0.0,0.0,1.0,1,0
46025,34,116.1,0,1,56.8,18.3,7,5,3,0.0,0.0,1.0,0,1
21794,196,101.15,0,0,50.9,39.1,24,2,6,0.0,0.0,1.0,1,0
31449,315,89.1,0,2,69.5,46.0,34,5,1,0.0,0.0,1.0,1,0
48323,36,116.1,0,1,64.5,0.0,12,6,4,0.0,0.0,1.0,1,0
40184,13,90.95,0,1,65.8,6.5,44,1,7,0.0,0.0,1.0,1,0
43957,11,72.07,0,1,52.3,56.2,5,3,4,0.0,0.0,1.0,0,1
37195,6,90.0,0,0,73.8,4.6,38,1,2,1.0,1.0,1.0,0,1
25900,56,144.0,0,0,69.1,7.8,7,2,3,0.0,0.0,1.0,1,0
8949,147,96.5,0,1,55.8,72.6,46,1,4,0.0,0.0,0.0,1,0
69410,138,99.0,0,0,64.8,16.1,46,4,8,0.0,0.0,1.0,0,1
4077,85,125.0,0,0,68.9,32.9,28,2,3,0.0,0.0,0.0,0,1
69981,65,135.0,0,0,69.9,49.6,6,0,3,0.0,0.0,1.0,1,0
10245,295,62.0,0,0,59.9,60.8,28,3,2,0.0,1.0,1.0,0,0
61574,54,90.1,0,1,57.2,57.9,37,0,4,0.0,0.0,1.0,1,0
24607,37,110.0,0,0,62.7,79.0,6,1,2,0.0,1.0,1.0,0,1
7264,44,75.0,0,0,48.0,52.7,1,1,3,0.0,1.0,1.0,0,1
68235,116,100.0,0,1,48.2,48.4,48,1,2,0.0,0.0,0.0,0,1
39550,61,111.6,0,1,59.0,81.9,44,5,5,1.0,0.0,1.0,1,0
5848,84,64.0,0,0,59.9,24.2,36,5,3,0.0,0.0,0.0,0,0
33441,12,222.0,0,0,71.5,37.2,32,6,4,0.0,0.0,1.0,0,1
51082,256,115.0,0,1,64.5,49.3,40,6,2,0.0,0.0,0.0,0,1
9314,47,99.9,0,0,55.2,45.9,8,4,1,0.0,0.0,1.0,1,0
51092,256,115.0,0,1,64.5,49.3,40,6,2,0.0,0.0,0.0,0,1
53928,83,79.56,0,0,84.2,0.0,18,2,5,0.0,0.0,1.0,0,1
28758,210,197.1,0,0,70.7,38.7,42,6,6,0.0,0.0,1.0,1,0
11452,22,140.0,0,0,71.5,9.5,17,4,2,0.0,1.0,1.0,0,1
51501,9,179.0,0,2,76.0,0.0,23,6,3,0.0,0.0,1.0,1,0
77115,13,118.0,0,1,72.2,31.3,29,1,1,0.0,0.0,1.0,1,0
21603,0,80.0,0,0,52.5,45.1,51,4,2,0.0,0.0,1.0,0,1
60558,181,90.9,0,2,74.5,76.8,17,6,2,0.0,0.0,1.0,1,0
53898,133,180.9,1,1,79.8,16.0,11,2,3,0.0,0.0,1.0,0,1
67074,25,60.94,0,1,50.2,53.0,6,1,5,0.0,0.0,1.0,0,1
41012,4,57.75,0,0,55.1,70.0,48,5,2,0.0,0.0,1.0,0,1
6593,43,86.75,0,0,57.4,80.0,49,3,3,0.0,0.0,1.0,1,0
59729,55,139.5,0,2,61.4,42.2,33,5,5,0.0,0.0,1.0,1,0
6854,15,79.0,0,0,53.9,35.8,2,1,2,0.0,0.0,1.0,0,1
5923,15,113.5,1,1,58.9,81.8,47,4,4,0.0,0.0,0.0,1,0
78489,96,142.6,0,0,76.0,25.4,19,6,5,0.0,0.0,1.0,0,1
47778,101,98.0,0,0,60.7,43.7,2,6,1,0.0,0.0,0.0,0,1
27415,143,120.0,0,0,65.5,68.5,50,1,2,0.0,1.0,1.0,0,1
28009,254,139.5,0,0,62.5,56.4,35,3,2,0.0,0.0,1.0,1,0
23894,134,75.0,0,0,54.8,52.3,41,5,1,0.0,0.0,0.0,0,1
11785,316,110.0,0,0,63.5,36.9,29,3,3,0.0,0.0,0.0,0,1
44656,21,104.05,0,0,55.1,13.6,6,2,2,0.0,0.0,0.0,1,0
68687,60,100.3,0,0,50.6,60.4,4,3,6,0.0,0.0,1.0,0,1
19931,305,89.0,0,0,63.9,60.6,1,1,3,0.0,1.0,1.0,0,1
55243,111,72.25,0,0,71.3,14.7,17,3,2,0.0,0.0,1.0,0,1
38520,6,65.0,0,0,65.1,69.6,41,2,1,0.0,0.0,1.0,0,0
59770,24,85.0,0,1,63.9,68.3,38,4,3,0.0,0.0,1.0,0,1
73686,175,130.0,0,0,70.9,67.1,50,5,2,0.0,0.0,0.0,0,1
3471,75,62.0,0,0,71.9,13.5,28,1,4,0.0,0.0,0.0,0,0
19080,41,160.0,0,1,63.4,81.5,36,6,2,0.0,0.0,1.0,1,0
45747,0,68.53,0,0,53.2,40.2,12,1,1,0.0,0.0,1.0,0,1
69903,7,120.0,0,1,64.1,47.6,14,0,4,0.0,0.0,1.0,0,1
75883,31,79.0,0,0,69.1,38.3,23,5,3,0.0,0.0,1.0,0,1
45385,41,85.67,0,0,55.4,19.0,5,1,3,0.0,0.0,0.0,0,0
6308,148,67.0,0,0,59.0,81.9,32,2,5,0.0,1.0,1.0,0,1
22389,38,75.0,0,0,49.8,7.3,49,3,1,0.0,1.0,1.0,0,0
52302,25,72.25,0,0,68.3,57.9,23,1,4,0.0,0.0,1.0,0,1
65758,76,88.4,0,1,52.6,52.5,48,1,4,0.0,0.0,1.0,1,0
54644,196,72.25,0,0,72.1,10.5,3,1,7,0.0,0.0,0.0,0,1
51575,19,90.0,0,0,75.1,11.6,22,5,2,0.0,0.0,0.0,0,1
60813,102,85.05,0,2,68.2,68.7,29,3,4,0.0,0.0,1.0,1,0
76088,414,122.4,0,1,79.9,14.6,21,3,2,0.0,0.0,0.0,0,1
46202,5,89.0,0,0,75.1,11.6,24,5,1,0.0,0.0,1.0,0,0
32528,134,148.5,0,0,67.9,34.2,11,0,10,0.0,0.0,1.0,1,0
48625,4,65.0,0,0,57.7,56.4,18,5,1,0.0,0.0,1.0,0,0
55228,191,153.5,1,1,77.9,7.0,5,5,4,0.0,0.0,1.0,1,0
767,128,76.5,0,2,72.3,57.2,14,4,2,0.0,0.0,0.0,0,0
26201,99,105.0,0,0,63.5,44.4,1,5,6,0.0,0.0,0.0,0,1
68166,41,91.8,0,0,56.4,66.7,6,2,4,0.0,0.0,1.0,1,0
39776,34,90.0,0,0,57.3,71.4,45,3,2,1.0,1.0,1.0,0,1
28298,172,125.1,0,0,70.3,57.5,47,4,4,0.0,0.0,1.0,1,0
8857,57,82.8,0,0,53.6,68.5,5,5,2,0.0,0.0,1.0,0,1
48582,2,89.0,0,1,57.5,55.4,18,6,1,0.0,0.0,1.0,1,0
16646,52,130.0,0,0,75.0,24.6,29,4,2,0.0,0.0,0.0,0,1
4933,102,109.0,0,0,66.0,81.5,28,1,2,0.0,0.0,0.0,0,1
66164,270,71.1,0,2,59.1,11.3,21,5,2,0.0,0.0,1.0,1,0
65578,10,88.0,0,0,46.0,47.4,5,2,3,0.0,0.0,1.0,1,0
74174,46,145.0,0,0,73.1,13.2,17,0,4,0.0,0.0,1.0,0,1
51366,0,101.52,0,0,76.0,0.0,25,1,1,0.0,0.0,1.0,0,1
38927,221,65.0,0,1,65.5,52.0,11,2,3,0.0,0.0,0.0,0,1
65945,114,78.0,0,0,56.5,78.7,43,1,4,0.0,0.0,0.0,0,0
38753,64,85.0,0,0,66.0,81.5,33,4,1,0.0,0.0,0.0,0,1
51253,45,65.0,0,1,65.1,36.0,18,2,3,0.0,0.0,0.0,0,0
42136,30,67.5,0,0,59.6,75.7,48,6,1,1.0,0.0,1.0,0,1
31466,178,143.1,0,0,69.5,46.0,2,2,2,0.0,0.0,1.0,1,0
60094,71,101.87,0,1,63.4,81.5,32,4,3,0.0,0.0,1.0,0,1
74569,121,135.0,0,0,71.4,57.1,8,4,1,0.0,0.0,1.0,1,0
37470,263,67.0,0,0,72.5,44.4,1,4,1,0.0,0.0,0.0,0,1
50935,3,150.33,0,0,71.9,52.4,23,4,3,0.0,0.0,1.0,1,0
11224,64,140.0,0,0,61.9,32.1,11,1,2,0.0,0.0,0.0,0,0
31064,368,90.0,0,0,69.0,55.8,25,6,3,0.0,1.0,1.0,0,1
64049,71,97.4,1,2,54.7,65.5,42,0,4,0.0,0.0,1.0,1,0
51719,5,193.45,0,2,69.8,38.2,24,6,3,0.0,0.0,1.0,0,0
37236,256,76.67,0,0,65.8,43.1,1,4,3,0.0,0.0,0.0,0,1
79077,0,140.0,0,0,68.2,43.0,35,2,1,0.0,0.0,1.0,1,0
76910,67,112.05,0,1,71.4,37.1,20,4,4,0.0,0.0,1.0,0,1
73284,198,115.21,0,1,67.6,26.9,46,3,4,0.0,0.0,1.0,0,1
31062,368,90.0,0,0,69.0,55.8,25,6,3,0.0,1.0,1.0,0,1
32646,156,122.5,0,0,76.2,29.0,9,2,5,0.0,0.0,1.0,1,0
45480,1,55.0,0,0,55.1,70.5,11,1,2,0.0,0.0,1.0,0,0
68754,45,145.5,0,2,56.8,42.4,6,5,6,0.0,0.0,1.0,1,0
77604,70,270.0,0,1,72.3,43.3,21,6,3,0.0,0.0,1.0,0,1
72436,125,110.86,0,3,61.5,35.2,2,5,7,0.0,0.0,1.0,0,1
62327,141,90.0,0,0,55.3,58.5,27,4,2,0.0,0.0,1.0,1,0
55589,138,141.3,0,2,72.7,54.3,13,5,5,0.0,0.0,1.0,1,0
56359,50,87.84,0,0,71.6,13.3,27,0,4,0.0,0.0,1.0,0,1
65225,1,93.0,0,0,58.5,70.4,5,4,1,0.0,0.0,1.0,0,1
16921,43,130.0,0,0,68.2,30.6,31,4,2,0.0,0.0,0.0,0,1
60836,117,122.94,0,1,71.9,88.1,27,1,5,0.0,0.0,1.0,1,0
19421,247,110.0,0,0,74.5,76.8,8,3,3,0.0,1.0,1.0,0,1
23437,18,118.0,0,0,52.6,52.5,4,3,3,0.0,0.0,1.0,1,0
29870,169,170.0,0,0,72.9,43.4,51,3,3,0.0,1.0,1.0,0,1
73303,434,112.67,0,1,65.1,41.6,12,6,3,0.0,0.0,0.0,0,1
66709,5,198.0,0,0,55.4,58.1,8,6,1,0.0,0.0,0.0,1,0
58919,29,166.25,0,3,70.4,38.7,36,2,2,0.0,0.0,1.0,1,0
62944,76,88.4,0,2,57.1,65.1,38,4,4,0.0,0.0,1.0,1,0
78220,108,155.0,0,3,73.9,21.4,17,5,4,0.0,0.0,0.0,1,0
20020,11,130.0,0,1,60.5,54.7,43,2,1,0.0,0.0,1.0,1,0
72838,150,108.0,0,1,66.4,54.5,52,4,2,0.0,0.0,1.0,0,1
59765,48,173.7,0,2,62.6,49.8,34,0,4,0.0,0.0,1.0,1,0
38864,26,75.0,0,0,67.2,15.8,38,5,5,0.0,0.0,1.0,0,1
11998,157,72.15,0,1,62.7,39.4,52,4,7,0.0,0.0,1.0,0,1
27974,130,135.0,0,0,61.1,53.8,52,0,4,0.0,0.0,1.0,1,0
13824,179,65.0,0,0,68.3,57.9,1,1,2,0.0,1.0,1.0,0,0
64084,27,80.24,0,3,48.2,55.4,49,1,5,0.0,0.0,1.0,1,0
20133,277,100.0,0,0,54.1,31.6,5,4,3,0.0,1.0,1.0,0,0
64125,40,99.48,0,2,60.8,57.6,47,4,5,0.0,0.0,1.0,0,1
8114,91,75.0,0,0,55.6,63.8,51,5,2,0.0,1.0,1.0,0,1
69002,77,92.0,0,0,62.2,20.6,3,1,3,0.0,0.0,1.0,0,1
1433,46,62.0,0,1,69.6,57.2,27,4,2,0.0,0.0,0.0,0,0
32,92,49.74,0,0,71.2,43.9,14,6,5,0.0,0.0,1.0,0,1
56686,41,139.95,0,0,82.4,13.6,30,1,4,0.0,0.0,1.0,0,1
71158,207,99.0,0,1,60.7,45.4,41,1,3,0.0,0.0,0.0,1,0
45103,84,50.33,0,0,52.2,45.0,50,6,6,0.0,0.0,1.0,0,1
28376,66,144.0,0,0,69.7,46.8,10,0,4,0.0,0.0,1.0,1,0
1748,53,0.0,0,0,67.8,35.9,27,4,2,0.0,0.0,0.0,0,0
5638,140,75.0,0,0,59.9,27.5,27,3,3,0.0,0.0,0.0,0,1
62366,22,104.0,0,1,54.2,32.6,44,6,1,0.0,0.0,1.0,1,0
17082,280,110.0,0,0,72.9,35.6,51,1,3,0.0,1.0,1.0,0,1
53111,83,105.3,0,2,79.4,0.0,16,5,4,0.0,0.0,1.0,1,0
47550,34,105.3,0,1,59.8,49.7,11,6,1,0.0,0.0,1.0,0,1
2096,96,76.5,0,0,70.0,38.8,22,4,9,0.0,0.0,1.0,0,1
31272,343,89.1,0,0,77.3,0.4,29,0,4,0.0,0.0,1.0,1,0
40185,28,85.6,0,1,61.9,44.5,42,5,2,0.0,0.0,1.0,0,1
37312,19,90.0,0,0,65.6,51.6,38,4,3,1.0,1.0,1.0,0,1
64016,76,75.86,0,1,48.2,55.4,42,1,4,0.0,0.0,1.0,0,1
9532,4,83.93,0,0,59.5,89.6,15,1,3,0.0,0.0,1.0,0,1
62039,215,75.0,0,1,56.3,51.6,16,3,2,0.0,0.0,1.0,0,0
33223,102,125.0,0,1,74.8,22.6,19,1,2,0.0,0.0,1.0,1,0
43435,3,86.0,0,0,54.8,77.3,5,1,1,0.0,0.0,1.0,1,0
17825,34,139.5,0,1,64.9,29.0,35,1,4,0.0,0.0,1.0,1,0
40440,221,80.0,0,0,67.7,47.9,45,1,3,1.0,1.0,1.0,0,1
21345,322,52.0,0,0,56.0,50.3,3,5,2,0.0,1.0,1.0,0,1
67067,6,80.0,0,0,59.3,56.5,9,2,2,0.0,0.0,1.0,0,0
60906,0,0.0,0,1,60.5,54.7,44,6,0,0.0,0.0,1.0,0,1
21665,117,127.8,0,1,54.1,16.0,35,1,2,0.0,0.0,1.0,1,0
40077,9,65.0,0,0,63.2,22.5,45,1,1,0.0,0.0,1.0,0,0
1602,10,0.0,0,2,76.0,20.7,33,2,1,0.0,0.0,1.0,0,0
74778,396,186.4,0,1,68.6,48.9,21,3,2,0.0,0.0,0.0,0,1
13769,51,117.9,0,0,68.2,29.4,19,2,3,0.0,0.0,1.0,1,0
61351,74,133.8,0,2,60.9,60.5,34,6,3,0.0,0.0,1.0,1,0
77465,2,140.0,0,1,76.2,29.0,31,2,2,0.0,0.0,1.0,0,1
9872,68,137.7,0,1,59.3,44.0,6,6,1,0.0,0.0,1.0,1,0
56383,35,119.0,0,2,70.6,36.3,30,2,4,0.0,0.0,1.0,1,0
75045,123,96.53,0,0,69.0,55.8,8,6,4,0.0,0.0,1.0,1,0
2360,3,62.0,0,0,65.5,24.5,36,3,4,0.0,0.0,0.0,0,0
65567,3,88.0,0,0,46.0,47.4,6,2,3,0.0,0.0,1.0,1,0
28509,105,160.0,0,0,61.8,15.0,5,5,2,0.0,1.0,1.0,0,0
20250,277,100.0,0,0,54.1,31.6,5,4,3,0.0,1.0,1.0,0,0
76922,274,204.6,0,1,69.4,70.7,42,1,10,0.0,0.0,1.0,1,0
13923,6,163.67,0,0,73.1,23.1,26,2,3,0.0,0.0,1.0,1,0
77404,172,112.5,0,2,72.2,31.3,6,3,5,0.0,0.0,1.0,0,1
73375,145,182.0,0,2,65.1,41.6,2,1,4,0.0,0.0,1.0,1,0
4846,43,99.0,0,2,66.1,29.1,36,3,4,0.0,0.0,0.0,1,0
12473,26,120.0,0,0,77.5,30.1,19,5,1,0.0,0.0,0.0,0,1
55938,107,142.2,1,0,74.6,15.6,19,2,2,0.0,0.0,1.0,1,0
11290,316,62.0,0,0,65.0,25.9,28,3,2,0.0,1.0,1.0,0,0
26724,96,130.0,0,0,58.8,51.4,3,5,2,0.0,1.0,1.0,0,1
8399,50,115.2,0,2,56.8,18.3,5,3,1,0.0,0.0,1.0,1,0
58526,328,65.0,0,1,71.9,33.7,45,6,2,0.0,0.0,0.0,0,0
56028,11,109.0,0,0,73.3,19.8,33,3,1,0.0,0.0,1.0,0,0
72529,208,114.4,0,0,75.7,19.6,43,5,2,0.0,0.0,0.0,0,1
2286,16,185.0,0,2,65.5,24.5,34,4,2,0.0,0.0,1.0,0,0
53701,158,294.35,1,0,79.9,0.4,7,2,4,0.0,0.0,1.0,0,1
36174,179,86.0,0,0,70.9,71.2,9,2,3,1.0,1.0,0.0,0,0
2897,87,100.0,0,0,67.7,41.8,25,2,2,0.0,1.0,1.0,0,0
29369,87,130.67,0,0,67.6,34.6,9,6,3,0.0,0.0,1.0,1,0
51071,256,115.0,0,1,64.5,49.3,40,6,2,0.0,0.0,0.0,0,1
65090,0,65.0,0,3,64.7,29.2,22,0,1,0.0,0.0,0.0,0,1
32801,174,80.1,0,0,67.4,21.0,7,3,3,0.0,0.0,1.0,0,1
9389,281,62.0,0,0,58.8,84.2,28,3,2,0.0,1.0,1.0,0,0
41567,130,100.0,0,0,57.6,44.8,49,6,4,1.0,1.0,1.0,0,1
23949,17,75.0,0,0,54.7,79.3,6,4,3,0.0,0.0,0.0,0,1
822,16,62.0,0,0,72.3,57.2,30,4,4,0.0,0.0,0.0,0,0
22503,18,82.88,0,0,49.8,7.3,52,2,4,0.0,0.0,1.0,1,0
76718,174,99.13,0,1,69.4,70.7,4,3,7,0.0,0.0,1.0,1,0
42504,93,118.19,0,0,59.0,81.9,40,1,3,0.0,0.0,1.0,0,1
67197,36,100.3,0,3,59.3,56.5,4,0,4,0.0,0.0,1.0,1,0
19521,18,120.0,0,1,71.9,88.1,41,2,3,0.0,0.0,1.0,1,0
49395,189,65.0,0,0,65.0,25.9,46,4,3,0.0,0.0,0.0,0,0
19548,75,105.0,0,0,68.2,68.7,33,2,2,0.0,1.0,1.0,0,1
28553,105,160.0,0,0,61.8,15.0,5,5,2,0.0,1.0,1.0,0,0
28254,104,160.0,0,0,70.3,57.5,5,2,3,0.0,1.0,1.0,0,0
10232,0,45.0,0,2,59.9,60.8,17,4,1,0.0,0.0,0.0,0,1
47681,3,119.0,0,2,61.4,25.0,16,4,1,0.0,0.0,1.0,1,0
16966,31,75.0,0,0,68.2,30.6,33,2,3,0.0,0.0,0.0,0,1
21937,17,92.91,0,3,53.3,2.2,50,1,7,0.0,0.0,1.0,1,0
3060,10,113.6,0,0,66.1,77.0,36,6,3,0.0,0.0,1.0,0,1
65047,0,123.0,0,0,52.6,45.9,4,6,2,0.0,0.0,1.0,0,0
44311,31,102.9,0,1,56.8,38.7,3,5,3,0.0,0.0,1.0,0,1
60622,165,123.3,0,2,74.3,93.4,19,0,4,0.0,0.0,1.0,1,0
42097,99,80.0,0,0,51.1,5.2,46,4,1,1.0,0.0,0.0,0,0
69721,121,80.1,0,0,62.7,27.5,50,2,4,0.0,0.0,1.0,0,1
18370,279,110.0,0,0,61.9,67.9,1,4,3,0.0,1.0,1.0,0,1
21861,16,76.67,0,0,52.5,14.3,50,1,6,0.0,1.0,1.0,0,1
41860,278,65.0,0,0,82.2,0.8,45,6,1,1.0,1.0,1.0,0,0
42463,1,135.0,0,0,56.3,66.8,53,3,1,0.0,0.0,1.0,0,0
32842,132,195.0,0,2,66.5,21.0,13,4,3,0.0,0.0,1.0,1,0
10400,99,89.25,0,0,64.5,0.0,3,6,4,0.0,0.0,1.0,1,0
60913,57,79.2,0,1,66.6,58.9,36,1,4,0.0,0.0,1.0,1,0
9127,274,62.0,0,0,59.8,24.7,28,3,2,0.0,1.0,1.0,0,0
18083,104,108.0,0,0,67.0,43.3,25,5,7,0.0,0.0,1.0,1,0
31525,207,80.1,0,0,67.6,70.7,50,2,2,0.0,0.0,1.0,0,1
47762,169,107.0,0,2,60.7,71.3,45,5,4,0.0,0.0,0.0,1,0
56552,83,101.15,0,1,82.4,13.6,24,1,1,0.0,0.0,1.0,0,1
73674,212,99.0,0,1,70.9,67.1,45,3,2,0.0,0.0,1.0,1,0
23351,46,79.2,0,0,47.8,60.8,52,2,3,0.0,0.0,1.0,0,1
61286,54,94.0,0,0,55.5,35.4,37,2,5,0.0,0.0,1.0,0,0
1272,39,101.5,0,0,67.3,34.2,28,1,2,0.0,0.0,0.0,0,1
53058,84,121.5,0,2,83.7,0.0,16,5,2,0.0,0.0,1.0,1,0
64948,62,160.95,0,2,50.8,17.5,47,2,5,0.0,0.0,1.0,0,1
11969,205,90.0,0,0,62.7,39.4,45,5,3,0.0,1.0,1.0,0,1
17652,267,95.0,0,0,71.9,33.7,1,4,3,0.0,1.0,1.0,0,1
74218,53,126.0,0,1,73.2,21.4,16,6,5,0.0,0.0,1.0,0,1
60365,41,85.0,0,0,60.3,63.6,37,2,4,0.0,0.0,1.0,0,1
73499,38,112.0,0,2,67.4,41.7,17,6,3,0.0,0.0,1.0,0,1
30803,263,95.0,0,1,73.5,32.1,40,1,4,0.0,0.0,0.0,0,1
9926,58,118.8,0,0,59.8,49.7,8,3,2,0.0,0.0,1.0,1,0
29180,20,126.0,0,0,66.4,54.5,19,1,3,0.0,0.0,1.0,1,0
47411,4,95.0,0,0,60.4,58.9,15,5,2,0.0,0.0,1.0,0,0
17739,261,96.0,0,0,66.8,47.5,2,4,2,0.0,0.0,0.0,0,0
26375,125,85.0,0,0,68.3,49.4,50,5,3,0.0,1.0,1.0,0,1
46520,64,119.51,0,2,54.3,33.7,4,4,5,0.0,0.0,1.0,1,0
61888,80,126.0,0,2,59.5,67.8,35,2,3,0.0,0.0,1.0,1,0
19621,106,90.23,0,2,66.1,52.3,28,0,4,0.0,0.0,1.0,1,0
46878,89,87.3,0,1,55.0,39.4,1,0,3,0.0,0.0,1.0,1,0
68450,158,95.0,0,1,56.8,42.4,42,4,2,0.0,0.0,0.0,0,1
67998,151,95.0,0,0,56.4,66.7,42,4,2,0.0,0.0,0.0,0,1
22815,59,80.0,0,0,50.8,17.5,47,5,2,0.0,1.0,1.0,0,1
33600,350,125.25,0,1,68.2,43.0,37,2,4,0.0,0.0,1.0,1,0
11961,205,90.0,0,0,62.7,39.4,45,5,3,0.0,1.0,1.0,0,1
37062,219,76.67,0,0,65.4,38.6,5,3,3,0.0,0.0,0.0,0,1
62248,58,75.0,0,0,52.2,28.2,39,1,3,0.0,0.0,1.0,0,1
5007,102,109.0,0,0,66.0,81.5,28,1,2,0.0,0.0,0.0,0,1
45619,115,70.0,0,0,55.6,63.8,48,2,2,0.0,0.0,0.0,0,0
61094,135,90.0,0,2,60.5,54.7,25,4,2,0.0,0.0,1.0,1,0
27448,143,120.0,0,0,65.5,68.5,50,1,2,0.0,1.0,1.0,0,1
60619,10,120.0,0,1,71.9,88.1,42,3,2,0.0,0.0,1.0,1,0
7557,1,60.0,0,0,50.8,43.5,8,6,3,0.0,0.0,0.0,0,1
73731,23,87.2,0,1,72.1,41.3,20,5,1,0.0,0.0,1.0,0,1
76992,177,89.0,0,1,73.2,19.9,5,2,2,0.0,0.0,1.0,0,1
50733,107,130.0,0,1,67.7,47.9,8,3,2,0.0,0.0,0.0,0,1
31962,177,149.79,0,1,70.5,31.3,3,6,7,0.0,0.0,1.0,1,0
946,5,90.0,0,2,79.3,14.6,32,3,5,0.0,0.0,0.0,1,0
49471,4,112.0,0,1,64.2,43.8,20,2,2,0.0,0.0,0.0,0,1
65938,114,78.0,0,0,56.5,78.7,43,1,4,0.0,0.0,0.0,0,0
54706,207,177.3,1,2,88.4,1.2,2,3,2,0.0,0.0,1.0,1,0
68968,76,75.0,0,0,58.5,24.4,3,1,3,0.0,0.0,1.0,0,1
75362,405,114.4,0,0,73.6,18.5,21,3,2,0.0,0.0,0.0,0,1
27651,162,80.0,0,0,63.7,31.5,47,5,3,0.0,1.0,1.0,0,1
15863,128,137.91,0,0,77.1,17.8,16,1,5,0.0,0.0,1.0,0,1
32164,69,75.6,0,0,71.4,37.1,20,2,1,0.0,0.0,1.0,0,1
28822,62,162.0,0,0,69.9,32.2,12,2,2,0.0,0.0,1.0,1,0
69506,185,117.0,0,2,62.7,27.5,41,1,1,0.0,0.0,1.0,1,0
50592,118,110.0,0,0,69.6,49.7,6,2,3,0.0,0.0,0.0,0,1
67107,174,90.0,0,1,58.5,64.9,37,1,4,0.0,0.0,0.0,0,0
56842,116,126.0,0,3,69.9,32.2,4,4,1,0.0,0.0,1.0,0,1
48168,35,140.4,0,1,60.2,14.6,12,6,3,0.0,0.0,1.0,1,0
54267,274,96.5,0,1,71.1,37.1,44,6,3,0.0,0.0,1.0,1,0
7920,24,97.67,0,1,54.5,6.4,7,2,3,0.0,0.0,1.0,1,0
15444,176,131.26,0,0,77.9,7.0,7,6,7,0.0,0.0,1.0,1,0
64604,29,65.0,0,0,45.7,2.1,51,2,2,0.0,0.0,0.0,0,1
2241,1,108.0,0,0,65.4,38.6,36,4,1,0.0,0.0,0.0,0,1
26202,53,108.0,0,0,64.1,47.6,8,3,1,0.0,0.0,1.0,1,0
1407,0,138.0,0,0,69.6,57.2,34,1,1,0.0,0.0,0.0,1,0
26692,81,108.75,0,0,65.4,62.6,5,4,4,0.0,0.0,1.0,1,0
5865,84,64.0,0,0,59.9,24.2,36,5,3,0.0,0.0,0.0,0,0
61988,97,94.5,0,1,61.4,81.3,33,1,2,0.0,0.0,1.0,0,1
13044,188,130.0,0,0,64.5,49.3,50,4,2,0.0,1.0,1.0,0,1
10890,122,114.3,0,0,57.4,48.5,2,1,2,0.0,0.0,1.0,1,0
48793,0,108.8,0,0,57.7,56.4,19,2,3,0.0,0.0,1.0,0,1
16340,196,102.85,0,0,82.4,13.6,7,0,10,0.0,0.0,1.0,1,0
4525,210,72.75,0,0,63.6,33.2,11,4,4,0.0,0.0,0.0,0,1
4702,174,70.0,0,0,63.4,79.9,16,0,2,0.0,1.0,1.0,0,1
43861,11,127.0,0,1,52.3,56.2,5,3,1,0.0,0.0,1.0,1,0
26751,156,100.0,0,0,58.8,51.4,47,1,3,0.0,1.0,1.0,0,1
42846,141,99.0,0,1,50.8,43.5,41,6,2,1.0,0.0,0.0,1,0
78407,81,160.0,0,1,76.0,22.3,22,2,1,0.0,0.0,1.0,1,0
40115,41,60.0,0,1,65.8,6.5,40,1,5,0.0,0.0,0.0,0,1
71334,210,173.7,1,1,67.6,37.0,40,0,3,0.0,0.0,1.0,1,0
49767,4,95.0,0,0,63.2,66.6,20,4,3,0.0,0.0,1.0,0,0
21194,349,72.9,0,0,58.8,40.1,52,3,1,0.0,0.0,1.0,1,0
76105,7,115.0,0,0,74.6,7.7,27,6,1,0.0,0.0,1.0,1,0
18908,25,133.0,0,0,68.3,70.1,38,6,3,0.0,0.0,1.0,0,1
59897,153,118.8,0,2,64.7,76.0,20,2,4,0.0,0.0,1.0,1,0
22092,29,79.2,0,1,60.8,57.6,49,1,2,0.0,0.0,1.0,1,0
29669,164,144.0,0,1,66.4,32.2,51,5,2,0.0,0.0,1.0,1,0
68713,254,70.66,0,1,60.6,68.5,29,2,3,0.0,0.0,1.0,0,1
4319,88,112.2,0,0,69.0,89.9,28,4,2,0.0,0.0,0.0,0,1
64273,343,71.1,0,3,50.7,32.5,5,1,3,0.0,0.0,1.0,1,0
